0.0000, 0.0000, 0.0000, 1.0000
0.0035, 0.0000, 0.0000, 1.0000
0.0070, 0.0000, 0.0000, 1.0000
0.0105, 0.0000, 0.0000, 0.9999
0.0140, 0.0000, 0.0000, 0.9999
0.0174, 0.0000, 0.0000, 0.9998
0.0209, 0.0000, 0.0000, 0.9998
0.0244, 0.0000, 0.0000, 0.9997
0.0279, 0.0000, 0.0000, 0.9996
0.0314, 0.0000, 0.0000, 0.9995
0.0349, 0.0000, 0.0000, 0.9994
0.0384, 0.0000, 0.0000, 0.9993
0.0419, 0.0000, 0.0000, 0.9991
0.0454, 0.0000, 0.0000, 0.9990
0.0488, 0.0000, 0.0000, 0.9988
0.0488, 0.0000, 0.0000, 0.9988
0.0454, 0.0000, 0.0000, 0.9990
0.0419, 0.0000, 0.0000, 0.9991
0.0384, 0.0000, 0.0000, 0.9993
0.0349, 0.0000, 0.0000, 0.9994
0.0314, 0.0000, 0.0000, 0.9995
0.0279, 0.0000, 0.0000, 0.9996
0.0244, 0.0000, 0.0000, 0.9997
0.0209, 0.0000, 0.0000, 0.9998
0.0174, 0.0000, 0.0000, 0.9998
0.0140, 0.0000, 0.0000, 0.9999
0.0105, 0.0000, 0.0000, 0.9999
0.0070, 0.0000, 0.0000, 1.0000
0.0035, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
-0.0035, 0.0000, 0.0000, 1.0000
-0.0070, 0.0000, 0.0000, 1.0000
-0.0105, 0.0000, 0.0000, 0.9999
-0.0140, 0.0000, 0.0000, 0.9999
-0.0174, 0.0000, 0.0000, 0.9998
-0.0209, 0.0000, 0.0000, 0.9998
-0.0244, 0.0000, 0.0000, 0.9997
-0.0279, 0.0000, 0.0000, 0.9996
-0.0314, 0.0000, 0.0000, 0.9995
-0.0349, 0.0000, 0.0000, 0.9994
-0.0384, 0.0000, 0.0000, 0.9993
-0.0419, 0.0000, 0.0000, 0.9991
-0.0454, 0.0000, 0.0000, 0.9990
-0.0488, 0.0000, 0.0000, 0.9988
-0.0488, 0.0000, 0.0000, 0.9988
-0.0454, 0.0000, 0.0000, 0.9990
-0.0419, 0.0000, 0.0000, 0.9991
-0.0384, 0.0000, 0.0000, 0.9993
-0.0349, 0.0000, 0.0000, 0.9994
-0.0314, 0.0000, 0.0000, 0.9995
-0.0279, 0.0000, 0.0000, 0.9996
-0.0244, 0.0000, 0.0000, 0.9997
-0.0209, 0.0000, 0.0000, 0.9998
-0.0174, 0.0000, 0.0000, 0.9998
-0.0140, 0.0000, 0.0000, 0.9999
-0.0105, 0.0000, 0.0000, 0.9999
-0.0070, 0.0000, 0.0000, 1.0000
-0.0035, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0047, 0.0000, 1.0000
0.0000, 0.0093, 0.0000, 1.0000
0.0000, 0.0140, 0.0000, 0.9999
0.0000, 0.0186, 0.0000, 0.9998
0.0000, 0.0233, 0.0000, 0.9997
0.0000, 0.0279, 0.0000, 0.9996
0.0000, 0.0326, 0.0000, 0.9995
0.0000, 0.0372, 0.0000, 0.9993
0.0000, 0.0419, 0.0000, 0.9991
0.0000, 0.0465, 0.0000, 0.9989
0.0000, 0.0512, 0.0000, 0.9987
0.0000, 0.0558, 0.0000, 0.9984
0.0000, 0.0605, 0.0000, 0.9982
0.0000, 0.0651, 0.0000, 0.9979
0.0000, 0.0651, 0.0000, 0.9979
0.0000, 0.0605, 0.0000, 0.9982
0.0000, 0.0558, 0.0000, 0.9984
0.0000, 0.0512, 0.0000, 0.9987
0.0000, 0.0465, 0.0000, 0.9989
0.0000, 0.0419, 0.0000, 0.9991
0.0000, 0.0372, 0.0000, 0.9993
0.0000, 0.0326, 0.0000, 0.9995
0.0000, 0.0279, 0.0000, 0.9996
0.0000, 0.0233, 0.0000, 0.9997
0.0000, 0.0186, 0.0000, 0.9998
0.0000, 0.0140, 0.0000, 0.9999
0.0000, 0.0093, 0.0000, 1.0000
0.0000, 0.0047, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, -0.0047, 0.0000, 1.0000
0.0000, -0.0093, 0.0000, 1.0000
0.0000, -0.0140, 0.0000, 0.9999
0.0000, -0.0186, 0.0000, 0.9998
0.0000, -0.0233, 0.0000, 0.9997
0.0000, -0.0279, 0.0000, 0.9996
0.0000, -0.0326, 0.0000, 0.9995
0.0000, -0.0372, 0.0000, 0.9993
0.0000, -0.0419, 0.0000, 0.9991
0.0000, -0.0465, 0.0000, 0.9989
0.0000, -0.0512, 0.0000, 0.9987
0.0000, -0.0558, 0.0000, 0.9984
0.0000, -0.0605, 0.0000, 0.9982
0.0000, -0.0651, 0.0000, 0.9979
0.0000, -0.0651, 0.0000, 0.9979
0.0000, -0.0605, 0.0000, 0.9982
0.0000, -0.0558, 0.0000, 0.9984
0.0000, -0.0512, 0.0000, 0.9987
0.0000, -0.0465, 0.0000, 0.9989
0.0000, -0.0419, 0.0000, 0.9991
0.0000, -0.0372, 0.0000, 0.9993
0.0000, -0.0326, 0.0000, 0.9995
0.0000, -0.0279, 0.0000, 0.9996
0.0000, -0.0233, 0.0000, 0.9997
0.0000, -0.0186, 0.0000, 0.9998
0.0000, -0.0140, 0.0000, 0.9999
0.0000, -0.0093, 0.0000, 1.0000
0.0000, -0.0047, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0029, 1.0000
0.0000, 0.0000, 0.0058, 1.0000
0.0000, 0.0000, 0.0087, 1.0000
0.0000, 0.0000, 0.0116, 0.9999
0.0000, 0.0000, 0.0145, 0.9999
0.0000, 0.0000, 0.0174, 0.9998
0.0000, 0.0000, 0.0204, 0.9998
0.0000, 0.0000, 0.0233, 0.9997
0.0000, 0.0000, 0.0262, 0.9997
0.0000, 0.0000, 0.0291, 0.9996
0.0000, 0.0000, 0.0320, 0.9995
0.0000, 0.0000, 0.0349, 0.9994
0.0000, 0.0000, 0.0378, 0.9993
0.0000, 0.0000, 0.0407, 0.9992
0.0000, 0.0000, 0.0407, 0.9992
0.0000, 0.0000, 0.0378, 0.9993
0.0000, 0.0000, 0.0349, 0.9994
0.0000, 0.0000, 0.0320, 0.9995
0.0000, 0.0000, 0.0291, 0.9996
0.0000, 0.0000, 0.0262, 0.9997
0.0000, 0.0000, 0.0233, 0.9997
0.0000, 0.0000, 0.0204, 0.9998
0.0000, 0.0000, 0.0174, 0.9998
0.0000, 0.0000, 0.0145, 0.9999
0.0000, 0.0000, 0.0116, 0.9999
0.0000, 0.0000, 0.0087, 1.0000
0.0000, 0.0000, 0.0058, 1.0000
0.0000, 0.0000, 0.0029, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
0.0000, 0.0000, -0.0029, 1.0000
0.0000, 0.0000, -0.0058, 1.0000
0.0000, 0.0000, -0.0087, 1.0000
0.0000, 0.0000, -0.0116, 0.9999
0.0000, 0.0000, -0.0145, 0.9999
0.0000, 0.0000, -0.0174, 0.9998
0.0000, 0.0000, -0.0204, 0.9998
0.0000, 0.0000, -0.0233, 0.9997
0.0000, 0.0000, -0.0262, 0.9997
0.0000, 0.0000, -0.0291, 0.9996
0.0000, 0.0000, -0.0320, 0.9995
0.0000, 0.0000, -0.0349, 0.9994
0.0000, 0.0000, -0.0378, 0.9993
0.0000, 0.0000, -0.0407, 0.9992
0.0000, 0.0000, -0.0407, 0.9992
0.0000, 0.0000, -0.0378, 0.9993
0.0000, 0.0000, -0.0349, 0.9994
0.0000, 0.0000, -0.0320, 0.9995
0.0000, 0.0000, -0.0291, 0.9996
0.0000, 0.0000, -0.0262, 0.9997
0.0000, 0.0000, -0.0233, 0.9997
0.0000, 0.0000, -0.0204, 0.9998
0.0000, 0.0000, -0.0174, 0.9998
0.0000, 0.0000, -0.0145, 0.9999
0.0000, 0.0000, -0.0116, 0.9999
0.0000, 0.0000, -0.0087, 1.0000
0.0000, 0.0000, -0.0058, 1.0000
0.0000, 0.0000, -0.0029, 1.0000
0.0000, 0.0000, 0.0000, 1.0000
